CATEGORY,BARCODE,NAME,PRICE,PRICE_NORMALIZED,IMAGE,PL,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to,null
50,5200105561320,SISSY ΓΑΤΑΣ ΠΑΤΕ 100ΓΡ ΜΟΣΧΑΡΙ,0.4,4,5200105561320.jpg,0,Τροφή για γάτες,kg,,pitsias,13-11-2024,19-11-2024,
51,5200408201558,ΠΙΤΣΙΑΣ ΑΛΕΥΡΙ ΓΙΑ ΟΛΕΣ ΤΙΣ ΧΡΗΣΕΙΣ 1KG,0.65,0.65,5200408201558.jpg,1,Αλεύρι,kg,,pitsias,13-11-2024,19-11-2024,
51,5204259201491,ΤΟ ΕΚΛΕΚΤΟ ΑΛΕΥΡΙ ΓΟΧ 1ΚΛ 2+1ΔΩΡΟ,2.04,0.68,5204259201491.jpg,0,Αλεύρι,kg,,pitsias,13-11-2024,19-11-2024,
52,2109005000000,ΣΠΑΛΑ-ΕΛΙΑ ΒΟΕΙΑ ΝΖ ΓΑΛΛΙΑΣ Α/Ο,9.45,9.45,2109005000000.jpg,0,Μοσχάρι,kg,,pitsias,13-11-2024,19-11-2024,
53,2103120000000,ΘΡΑΚΗΣ ΓΕΥΣΕΙΣ ΠΑΡΙΖΑ ΕΖ,4.25,4.25,2103120000000.jpg,0,Πάριζα,kg,,pitsias,13-11-2024,19-11-2024,
54,5204458019736,ΕΛΟΜΑΣ ΓΑΛΑ ΜΑΚΡ ΔΙΑΚΡ 1LT ΠΛΗΡΕΣ 3.5%,1.05,1.05,5204458019736.jpg,1,Γάλα υψηλής παστερίωσης πλήρες,kg,,pitsias,13-11-2024,19-11-2024,
55,5204458019743,ΕΛΟΜΑΣ ΓΑΛΑ ΜΑΚΡ ΔΙΑΚΡ 1LT ΕΛΑΦΡΥ 1.5%,1,1,5204458019743.jpg,1,Γάλα παστερίωσης με χαμηλά λιπαρά,kg,,pitsias,13-11-2024,19-11-2024,
56,2102203000000,ΑΓΡΟΤΙΣΣΑ ΑΓΕΛΑΔΙΝΟ ΛΕΥΚΟ ΤΥΡΙ ΔΟΧΕΙΟ,5.5,5.5,2102203000000.jpg,0,Λευκό τυρί,kg,,pitsias,13-11-2024,19-11-2024,
57,5202324118392,ΜΑΚΟ ΦΑΣΟΛΙΑ ΜΕΤΡΙΑ 500ΓΡ,1.13,2.26,5202324118392.jpg,0,Φασόλια,kg,,pitsias,13-11-2024,19-11-2024,
58,5201813123152,ΑΓΡΟΤΥΠ ΡΕΒΥΘΙ ΧΟΝΔΡΟ 500ΓΡ,1.45,2.9,5201813123152.jpg,0,Ρεβύθια,kg,,pitsias,13-11-2024,19-11-2024,
1,5202576250017,ΡΥΖΙ ΚΑΡΟΛΙΝΑ ΣΚΛΑΒΕΝΙΤΗΣ ΕΛΛΗΝΙΚΟ 500G,1.08,2.16,1223408.jpg,1,Ρύζι,Kg,,sklavenitis,13-11-2024,19-11-2024,
1,5200126590033,ΡΥΖΙ ARAPINA PARBOILED 500G,1.14,2.28,7050438.jpg,0,Ρύζι,Kg,,sklavenitis,13-11-2024,19-11-2024,
2,5202576303157,ΨΩΜΙ ΤΟΣΤ ΜΑΡΑΤΑ ΣΙΤΟΥ 680G,1.3,1.91,1221377.jpg,1,Ψωμί για Tοστ,Kg,,sklavenitis,13-11-2024,19-11-2024,
3,0,ΑΡΤ/ΜΑ ΠΑΡΑΔΟΣΙΑΚΟ ΛΕΥΚΟ ΨΗΜ/ΚΤΨ 350G.,0.75,2.14,1073168.jpg,0,Ψωμί Φραντζόλα,Kg,,sklavenitis,13-11-2024,19-11-2024,
3,5201673002079,ΑΡΤΟΣΚΕΥΑΣΜΑ ΚΑΡΑΜΟΛΕΓΚΟΣ ΠΡΟΖYMO ΟΡΕΙΝΟ 500G,1.75,3.5,1586053.jpg,0,Ψωμί Φραντζόλα,Kg,,sklavenitis,13-11-2024,19-11-2024,
3,5201669220821,ΑΡΤ/ΜΑ ΛΕΥΚΟ ΨΗΜ/ΚΤΨ 350G,0.75,2.14,4697157.jpg,0,Ψωμί Φραντζόλα,Kg,,sklavenitis,13-11-2024,19-11-2024,
4,5201485000850,ΦΡΥΓΑΝΙΕΣ ELITE ΣΤΑΡΕΝΙΕΣ3X125G+1ΔΩΡΟ,1.55,3.1,5305255.jpg,0,Φρυγανιές,Kg,,sklavenitis,13-11-2024,19-11-2024,
5,5202576282100,MAΡATA ΣΠΑΓΓΕΤΙ Νο6 500ΓΡ,0.62,1.24,1221723.jpg,1,Μακαρόνια Νο 6,Kg,,sklavenitis,13-11-2024,19-11-2024,
5,5201013012508,ΜΑΚΑΡΟΝΙΑ ΜΑΚΒΕΛ Νο6 500G,0.67,1.34,1223465.jpg,0,Μακαρόνια Νο 6,Kg,,sklavenitis,13-11-2024,19-11-2024,
6,0,ΜΠΡΙΖΟΛΑ ΧΟΙΡ ΟΛΛΑΝΔ Μ/Ο ΝΩΠΗ Ε/Ζ.,6.2,6.2,1252962.jpg,0,Νωπό Χοιρινό,Kg,,sklavenitis,13-11-2024,19-11-2024,
6,0,ΜΠΡΙΖΟΛΑ ΚΑΡΕ ΧΟΙΡ.ΟΛΛ.Μ/Ο ΝΩΠΗ,6.2,6.2,1454383.jpg,0,Νωπό Χοιρινό,Kg,,sklavenitis,13-11-2024,19-11-2024,
7,0,ΚΟΤΟΠΟΥΛΟ ΟΛΟΚΛΗΡΟ ΝΩΠΟ ΕΛΛΗΝΙΚΟ.,3,3,1357727.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,sklavenitis,13-11-2024,19-11-2024,
7,0,ΚΟΤΟΠΟΥΛΑ ΝΩΠΑ Τ65% ΑΓΡΟΖΩΗ ΕΛΛ Ε/Ζ,3,3,1448543.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,sklavenitis,13-11-2024,19-11-2024,
8,5201390072430,ΓΑΛΟΠΟΥΛΑ ΕΔΕΣΜΑ ΚΑΠΝΙΣΤΗ ΧΩΡΙΣ ΓΛΟΥΤΕΝΗ 160G,1.28,8,1583546.jpg,0,Γαλοπούλα,Kg,,sklavenitis,13-11-2024,19-11-2024,
8,0,ΚΑΠΝΙΣΤΗ ΓΑΛΟΠΟΥΛΑ ΕΔΕΣΜΑ,6.65,6.65,1583548.jpg,0,Γαλοπούλα,Kg,,sklavenitis,13-11-2024,19-11-2024,
9,0,ΚΟΚΚΙΝΟΨΑΡΟ ΑNΕΥ ΚΕΦΑΛΙΟΥ ΚΑΤΕΨΥΓΜΕΝΟ 300-500G,5.95,5.95,1221907.jpg,0,Ψάρια Κατεψυγμένα,Kg,,sklavenitis,13-11-2024,19-11-2024,
10,5202576682627,ΓΑΛΑ ΦΡΕΣΚΟ ΜΑΡΑΤΑ 3.5%ΛΙΠ.100%ΕΛΛ.1L,1,1,1223748.jpg,1,Γάλα Φρέσκο Πλήρες,lt,,sklavenitis,13-11-2024,19-11-2024,
10,5208046089170,ΓΑΛΑ ΦΡΕΣΚΟ ΜΑΡΑΤΑ 3.5%ΛΙΠ.100% ΕΛΛ.1L,1,1,1537085.jpg,1,Γάλα Φρέσκο Πλήρες,lt,,sklavenitis,13-11-2024,19-11-2024,
10,5201037508896,ΦΡΕΣΚΟ ΓΑΛΑ ΔΕΛΤΑ ΚΑΘΗΜΕΡΙΝΑ ΠΛΗΡΕΣ 1L,1.68,1.68,1543280.jpg,0,Γάλα Φρέσκο Πλήρες,lt,,sklavenitis,13-11-2024,19-11-2024,
10,5204139001388,ΦΡΕΣΚΟ ΓΑΛΑ ΕΒΟΛ ΔΙΑΛΕΧΤΟ ΑΓΕΛΑΔΟΣ 3.7%ΛΙΠ.1L,1.68,1.68,5666946.jpg,0,Γάλα Φρέσκο Πλήρες,lt,,sklavenitis,13-11-2024,19-11-2024,
11,5202576682634,ΓΑΛΑ ΦΡΕΣΚΟ ΜΑΡΑΤΑ 1.5%ΛΙΠ.100%ΕΛΛ.1L,1,1,1223736.jpg,1,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,sklavenitis,13-11-2024,19-11-2024,
11,5208046089163,ΓΑΛΑ ΦΡΕΣΚΟ ΜΑΡΑΤΑ 1.5%ΛΙΠ.100% ΕΛΛ.1L,1,1,1537084.jpg,1,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,sklavenitis,13-11-2024,19-11-2024,
11,5201037508902,ΦΡΕΣΚΟ ΓΑΛΑ ΔΕΛΤΑ ΚΑΘΗΜΕΡΙΝΑ ΕΛΑΦΡΥ 1L,1.68,1.68,1543287.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,sklavenitis,13-11-2024,19-11-2024,
11,5204139001395,ΦΡΕΣΚΟ ΓΑΛΑ ΕΒΟΛ ΔΙΑΛΕΧΤΟ ΑΓΕΛΑΔΟΣ 1.5%ΛΙΠ.1L,1.68,1.68,5667019.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,sklavenitis,13-11-2024,19-11-2024,
12,8716200673747,ΓΑΛΑ ΝΟΥΝΟΥ ΣΥΜΠΥΚΝΩΜΕΝΟ 6Χ400G,6.34,2.64,1210601.jpg,0,Γάλα Εβαπορέ,lt,,sklavenitis,13-11-2024,19-11-2024,
12,8716200673761,ΓΑΛΑ ΝΟΥΝΟΥ ΣΥΜΠΥΚΝΩΜΕΝΟ ΕΛΑΦΡΥ 6Χ400G,6.34,2.64,1210602.jpg,0,Γάλα Εβαπορέ,lt,,sklavenitis,13-11-2024,19-11-2024,
13,5202576210578,ΓΙΑΟΥΡΤΙ ΑΓΕΛΑΔ ΜΑΡΑΤΑ 3.9% ΕΛΛ.3Χ200ΓΡ,1.3,2.17,1221833.jpg,1,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,sklavenitis,13-11-2024,19-11-2024,
13,5206851067758,ΓΙΑΟΥΡΤΙ ΝΟΥΝΟΥ ΣΤΡΑΓΓΙΣΤΟ 5% ΛΙΠ. 3Χ200G(1ΤΕΜ ΔΩΡΟ),2.57,4.28,1274234.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,sklavenitis,13-11-2024,19-11-2024,
14,5202576043992,ΓΙΑΟΥΡΤΙ ΑΓΕΛΑΔΟΣ ΜΑΡΑΤΑ 2% ΕΛΛ 3Χ200ΓΡ,1.3,2.17,1221836.jpg,1,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,sklavenitis,13-11-2024,19-11-2024,
14,5206851067772,ΓΙΑΟΥΡΤΙ ΝΟΥΝΟΥ ΣΤΡΑΓΓΙΣΤΟ 1.5%ΛΙΠ 3Χ200G(1ΤΕΜ ΔΩΡΟ),2.57,4.28,1274237.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,sklavenitis,13-11-2024,19-11-2024,
15,5200103211081,ΦΕΤΑ ΠΟΠ ΚΑΡΑΛΗ ΣΕ VACUUM 400G,3.95,9.88,1584112.jpg,0,Τυρί Φέτα,kg,,sklavenitis,13-11-2024,19-11-2024,
15,0,ΦΕΤΑ ΜΥΤΙΛΗΝΗΣ Π.Ο.Π. ΔΟΧΕΙΟ,9.9,9.9,5662325.jpg,0,Τυρί Φέτα,kg,,sklavenitis,13-11-2024,19-11-2024,
16,0,ΓΚΟΥΝΤΑ ΟΛΛΑΝΔΙΑΣ ΦΡΑΤΖΟΛΑ,7.4,7.4,1169800.jpg,0,Τυρί Γκούντα,kg,,sklavenitis,13-11-2024,19-11-2024,
16,0,ΓΚΟΥΝΤΑ ΓΕΡΜΑΝΙΑΣ ΦΡΑΤΖΟΛΑ,7.4,7.4,1222113.jpg,0,Τυρί Γκούντα,kg,,sklavenitis,13-11-2024,19-11-2024,
16,5202576461208,ΓΚΟΥΝΤΑ ΓΕΡΜΑΝΙΑΣ ΦΕΤΕΣ 350ΓΡ,2.58,7.37,1223810.jpg,0,Τυρί Γκούντα,kg,,sklavenitis,13-11-2024,19-11-2024,
17,0,ΓΚΟΥΝΤΑ ΑΥΣΤΡΙΑΣ ALPILAND LIGHT ΦΡΑΤΖΟΛΑ,7.9,7.9,1583637.jpg,0,Τυρί με Χαμηλά Λιπαρά,kg,,sklavenitis,13-11-2024,19-11-2024,
17,0,ΤΥΡΙ ΜΑΡΑΤΑ LIGHT ΔΑΝΙΑΣ ΦΡΑΤΖΟΛΑ,9.6,9.6,1594885.jpg,1,Τυρί με Χαμηλά Λιπαρά,kg,,sklavenitis,13-11-2024,19-11-2024,
17,5208046257777,ΤΥΡΙ ΜΑΡΑΤΑ LIGHT ΔΑΝΙΑΣ ΦΕΤΕΣ 300G,2.88,9.6,1596306.jpg,1,Τυρί με Χαμηλά Λιπαρά,kg,,sklavenitis,13-11-2024,19-11-2024,
18,5202576097759,ΤΟΜΑΤΑ ΜΑΡΑΤΑ PASSATA 500G,0.48,0.96,1221484.jpg,1,Χυμός Τομάτας Διατηρημένος,kg,,sklavenitis,13-11-2024,19-11-2024,
18,5201106271270,PUMMARO ΚΛΑΣΣΙΚΟ ΕΛΑΦΡ.ΣΥΜΠ 500ΓΡ,0.68,1.36,8408452.jpg,0,Χυμός Τομάτας Διατηρημένος,kg,,sklavenitis,13-11-2024,19-11-2024,
19,52013201,ΑΥΓΑ ΤΣΑΟΥΣΗ LARGE 6 TEM,1.95,0.33,1223799.jpg,0,Αυγά,τμχ,,sklavenitis,13-11-2024,19-11-2024,
19,5202930130016,ΧΡΥΣΑ ΑΥΓΑ 63-73G+ 6ΤEM,1.95,0.33,5163068.jpg,0,Αυγά,τμχ,,sklavenitis,13-11-2024,19-11-2024,
20,5208069003115,ΛΙΠΑΡΗ ΥΛΗ SUPER FRESCO ΠΑΚ.200G,0.75,3.75,1560454.jpg,0,Μαργαρίνες,kg,,sklavenitis,13-11-2024,19-11-2024,
20,5200106300805,ΜΑΡΓΑΡΙΝΗ ARISTON SOFT 60%ΛΙΠ.500G,1.9,3.8,1603319.jpg,0,Μαργαρίνες,kg,,sklavenitis,13-11-2024,19-11-2024,
21,5213002470060,ΕΛΑΙΟΛΑΔΟ ΜΟLΟΝ LAVE ΕΞ.ΠΑΡΘΕNΟ 1L,10.6,10.6,1591730.jpg,0,Παρθένο Ελαιόλαδο,lt,,sklavenitis,13-11-2024,19-11-2024,
22,5200131610009,ΗΛΙΕΛΑΙΟ EL DION 1L,1.7,1.7,1573615.jpg,0,Ηλιέλαιο,lt,,sklavenitis,13-11-2024,19-11-2024,
23,5202977021148,ΑΡΑΚΑΣ ΑΙΝΟΣ ΕΛΛΗΝΙΚΟΣ 1KG,2.55,2.55,1221441.jpg,0,Λαχανικά Κατεψυγμένα,kg,,sklavenitis,13-11-2024,19-11-2024,
23,5201262001285,ΑΡΑΚΑΣ ΜΠΑΡΜΠΑ ΣΤΑΘΗΣ 1000G,3.16,3.16,4070611.jpg,0,Λαχανικά Κατεψυγμένα,kg,,sklavenitis,13-11-2024,19-11-2024,
23,5202977021025,ΦΑΣΟΛΑΚΙΑ ΑΙΝΟΣ ΣΤΡΟΓΓΥΛΑ ΕΛΛΗΝΙΚΑ 1KG,2.65,2.65,4638888.jpg,0,Λαχανικά Κατεψυγμένα,kg,,sklavenitis,13-11-2024,19-11-2024,
23,5201262001360,ΦΑΣΟΛΑΚΙΑ ΜΠ.ΣΤΑΘΗΣ ΠΛΑΤΙΑ 1000G,2.96,2.96,6332894.jpg,0,Λαχανικά Κατεψυγμένα,kg,,sklavenitis,13-11-2024,19-11-2024,
24,5200120912039,ΖΑΧΑΡΗ ROYAL SUGAR ΛΕΥΚΗ ΚΡΥΣΤΑΛΛΙΚΗ 1KG,0.8,0.8,1195021.jpg,0,Λευκή Ζάχαρη,kg,,sklavenitis,13-11-2024,19-11-2024,
24,5213004880003,ΖΑΧΑΡΗ ΛΕΥΚΗ ΚΡΥΣΤΑΛ.CRIST.1KG Ε.Ε,0.8,0.8,1217252.jpg,0,Λευκή Ζάχαρη,kg,,sklavenitis,13-11-2024,19-11-2024,
24,5213003400004,ΖΑΧΑΡΗ SUDZUCKER ΛΕΥΚΗ ΚΡΥΣΤΑΛΛ.ΕΕ 1KG,0.8,0.8,1217799.jpg,0,Λευκή Ζάχαρη,kg,,sklavenitis,13-11-2024,19-11-2024,
24,5202576101616,ΖΑΧΑΡΗ ΣΚΛΑΒΕΝΙΤΗΣ Ε.Ε. ΓΑΛΑΖΙΑ 1KG,0.8,0.8,1221708.jpg,1,Λευκή Ζάχαρη,kg,,sklavenitis,13-11-2024,19-11-2024,
24,5206558099120,ΖΑΧΑΡΗ ΛΕΥΚΗ ΚΡΥΣΤΑΛ.SUGARTIA 1K EE,0.8,0.8,1548652.jpg,0,Λευκή Ζάχαρη,kg,,sklavenitis,13-11-2024,19-11-2024,
25,5201002013790,ΦΑΡΙΝ ΛΑΚΤΕ ΓΙΩΤΗΣ ΣΕ ΣΚΟΝΗ 300G(-0.20E),2.43,8.1,1600702.jpg,0,Κρέμες για βρέφη,kg,,sklavenitis,13-11-2024,19-11-2024,
25,5201002000233,ΦΑΡΙΝ ΛΑΚΤΕ ΓΙΩΤΗΣ ΣΕ ΣΚΟΝΗ 300G,2.43,8.1,4087839.jpg,0,Κρέμες για βρέφη,kg,,sklavenitis,13-11-2024,19-11-2024,
26,5202353004826,ΓΑΛΑ ΥΓΡΟ GROWING UP2+ ALMIRON 1L,2.18,2.18,1063900.jpg,0,Γάλα για βρέφη,kg,,sklavenitis,13-11-2024,19-11-2024,
27,5202576707757,ΚΑΦΕΣ ΕΛΛΗΝΙΚΟΣ BONORA 96ΓΡ,1.05,10.94,1226004.jpg,1,Ελληνικός Καφές,kg,,sklavenitis,13-11-2024,19-11-2024,
28,5201219046055,NESCAFE CLASSIC ΣΤΙΓΜΙΑΙΟΣ 50G,2.29,45.8,4029831.jpg,0,Στιγμιαίος Καφές,kg,,sklavenitis,13-11-2024,19-11-2024,
29,8711000531853,JACOBS ΚΑΦΕΣ ΦΙΛΤΡΟΥ ΕΚΛΕΚΤΟΣ 250G (-0.65E),4.18,16.72,3414570.jpg,0,Γαλλικός Καφές,kg,,sklavenitis,13-11-2024,19-11-2024,
29,4000508087486,JACOBS ΚΑΦΕΣ ΦΙΛΤΡΟΥ ΕΚΛΕΚΤΟΣ 250G,4.18,16.72,4174736.jpg,0,Γαλλικός Καφές,kg,,sklavenitis,13-11-2024,19-11-2024,
30,5201434000214,ΦΡΟΥΚΤΟΖΗ Χ.ΓΛ ΖΩΓΡΑΦΟΣ 400G,2.2,5.5,4141495.jpg,0,Γλυκαντικές Ουσίες Κατάλληλες για Διαβητικούς,kg,,sklavenitis,13-11-2024,19-11-2024,
32,5202576358584,ΦΑΚΕΣ ΨΙΛΕΣ ΣΚΛΑΒΕΝΙΤΗΣ ΕΛΛΗΝΙΚ. 500G,1.15,2.3,1223409.jpg,1,Φακές,kg,,sklavenitis,13-11-2024,19-11-2024,
32,5200101472095,ΦΑΚΕΣ ΑΡΟΣΙΣ ΨΙΛΕΣ ΓΡΕΒΕΝΩΝ 500G,2.56,5.12,1544161.jpg,0,Φακές,kg,,sklavenitis,13-11-2024,19-11-2024,
33,5202576043855,ΧΥΜΟΣ ΦΥΣΙΚΟΣ ΜΑΡΑΤΑ ΠΟΡΤΟΚΑΛΙ 1L,1.05,1.05,1221535.jpg,1,Χυμός Πορτοκάλι,lt,,sklavenitis,13-11-2024,19-11-2024,
33,5208046089460,ΧΥΜΟΣ ΦΥΣΙΚΟΣ ΜΑΡΑΤΑ ΠΟΡΤΟΚΑΛΙ 1L,1.05,1.05,1559037.jpg,1,Χυμός Πορτοκάλι,lt,,sklavenitis,13-11-2024,19-11-2024,
33,5201005001725,ΧΥΜΟΣ ΦΥΣ ΠΟΡΤΟΚΑΛΙ ΑΜΙΤΑ 1L,2.02,2.02,4103982.jpg,0,Χυμός Πορτοκάλι,lt,,sklavenitis,13-11-2024,19-11-2024,
35,5202576872189,DROLIO ΥΓΡΟ ΠΛΥΝΤ.ΡΟΥΧΩΝ ΑΡ.ΛΟΥΛΟΥΔ 38ΠΛ,3.55,0.09,1421255.jpg,1,Απορρυπαντικά Πλυντηρίου,μεζ,,sklavenitis,13-11-2024,19-11-2024,
35,5208046020074,DROLIO ΣΚΟΝΗ ΠΛΥΝΤ KOYTI 45ΠΛΥΣΕΙΣ,5.45,0.12,1439615.jpg,1,Απορρυπαντικά Πλυντηρίου,μεζ,,sklavenitis,13-11-2024,19-11-2024,
36,5202576210394,ΧΛΩΡΟΚΑΘΑΡΙΣΤΙΚΟ DROLIO ULT LEMON 1250ML,0.94,0.75,1221642.jpg,1,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,sklavenitis,13-11-2024,19-11-2024,
36,8718951337985,AJAX BOOST ΞΥΔΙ-ΜΗΛΟ 1LT,1.43,1.43,1381856.jpg,0,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,sklavenitis,13-11-2024,19-11-2024,
37,5201314120957,AVA ΥΓΡΟ ΠΙΑΤ ACTION ΞΙΔΙ&ΜΗΛΟ 430ML,1,2.33,1437910.jpg,0,Απορρυπαντικά Πιάτων,lt,,sklavenitis,13-11-2024,19-11-2024,
38,5200107431034,ΡΟΛΟ ΚΟΥΖΙΝΑΣ ΓΛΑΡΟΣ 1Τ Χ800ΓΡ,2.5,3.13,1221455.jpg,0,Χαρτί Κουζίνας,kg,,sklavenitis,13-11-2024,19-11-2024,
39,6920354836077,ΟΔ/ΜΑ COLGATE BAKING SODA 75ML,1.2,16,4043493.jpg,0,Οδοντόκρεμα,kg,,sklavenitis,13-11-2024,19-11-2024,
40,5200107430198,ΡΟΛΑ ΥΓΕΙΑΣ ΓΛΑΡΟΣ ΜΙΝΙ 2Φ 10ΤΕΜΧ75G,2.46,0.25,1405367.jpg,0,Χαρτί Υγείας,τμχ,,sklavenitis,13-11-2024,19-11-2024,
41,8700216171380,ΣΕΡΒ/ΤΕΣ ALWAYS UL LONG PL VALUEPACK 18T,2.25,0.13,1596545.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,sklavenitis,13-11-2024,19-11-2024,
42,5202646003543,-0.2ΜΙLLHOUSE QUICK OAT ΝΙΦ ΒΡΩΜ500,0.98,1.96,1225398.jpg,0,Προϊόντα Βρώμης,kg,,sklavenitis,13-11-2024,19-11-2024,
43,5201143725606,ΣΑΜΠΟΥΑΝ SYOSS KERATIN 750ML,3.91,5.21,1131814.jpg,0,Σαμπουάν,lt,,sklavenitis,13-11-2024,19-11-2024,
44,5202576633643,ΣΑΠΟΥΝΙ SETTE LILLY & LIME 125ΓΡ,0.38,3.04,1393550.jpg,1,Σαπούνι Στερεό,kg,,sklavenitis,13-11-2024,19-11-2024,
45,5201263086618,SANI PANTS N.2 MEDIUM 14ΤEM.,7.65,0.55,1097010.jpg,0,Πάνες Ακράτειας,τμχ,,sklavenitis,13-11-2024,19-11-2024,
45,5201263086625,SANI PANTS N.3 LARGE 14ΤEM,8.98,0.64,1097018.jpg,0,Πάνες Ακράτειας,τμχ,,sklavenitis,13-11-2024,19-11-2024,
45,5202576464582,ΠΑΝΕΣ ΑΚΡΑΤ.PANTS SETTE COMF.MED.Νο2 14Τ,6.8,0.49,1300098.jpg,1,Πάνες Ακράτειας,τμχ,,sklavenitis,13-11-2024,19-11-2024,
45,5202576464599,ΠΑΝΑ ΑΚΡΑΤ.PANTS SETTE COMF.LARGE Ν3 14Τ,6.9,0.49,1300099.jpg,1,Πάνες Ακράτειας,τμχ,,sklavenitis,13-11-2024,19-11-2024,
46,5201263082634,BABYLINO SENSITIVE No5+ 42ΤΕΜ,10,0.24,1176479.jpg,0,Πάνες για Μωρά,τμχ,,sklavenitis,13-11-2024,19-11-2024,
46,5201263082603,BABYLINO SENSITIVE ECON.No5 44Τ,10,0.23,7094907.jpg,0,Πάνες για Μωρά,τμχ,,sklavenitis,13-11-2024,19-11-2024,
46,5201263082573,BABYLINO SENSITIVE ECONOMY No3 4-9KG 56Τ,10,0.18,7095508.jpg,0,Πάνες για Μωρά,τμχ,,sklavenitis,13-11-2024,19-11-2024,
46,5201263082580,BABYLINO SENSITIVE ECON No4 50Τ,10,0.2,7095524.jpg,0,Πάνες για Μωρά,τμχ,,sklavenitis,13-11-2024,19-11-2024,
46,5201263082597,BABYLINO SENSITIVE ECON No4+ 46Τ,10,0.22,7095557.jpg,0,Πάνες για Μωρά,τμχ,,sklavenitis,13-11-2024,19-11-2024,
47,5201263078125,ΜΩΡ/ΛΑ BABYCARE CALMING 2x63ΤΕΜ+1ΔΩΡΟ,2.9,0.02,1582542.jpg,0,Μωρομάντηλα,τμχ,,sklavenitis,13-11-2024,19-11-2024,
48,5201410220056,SEPTONA BABY ΣΑΜΠ/ΑΦΡΟΛ ΑΛΟΗ 500ML,2.54,5.08,1152657.jpg,0,Σαμπουάν για Μωρά,lt,,sklavenitis,13-11-2024,19-11-2024,
48,5202576634022,ΑΦΡΟΛΟΥΤΡΟ&ΣΑΜΠ.SETTE BABY ANTΛ.500ML,1.9,3.8,1413759.jpg,1,Σαμπουάν για Μωρά,lt,,sklavenitis,13-11-2024,19-11-2024,
49,5202576282353,ΣΚ/ΦΗ BARRON ΜΠΟΥΚΙΕΣ ΜΕ ΚΡΕΑΣ 1230G,1.6,1.3,1221619.jpg,1,Τροφή για Σκύλους,kg,,sklavenitis,13-11-2024,19-11-2024,
50,5208046011133,ΓΑΤΟΤΡΟΦΗ BARRON ΠΑΤΕ ΜΕ ΚΟΤΟΠ.100G,0.37,3.7,1435920.jpg,1,Τροφή για γάτες,kg,,sklavenitis,13-11-2024,19-11-2024,
51,5201544100309,ΑΛΕΥΡ ΓΟΧ ΜΥΛ ΑΓ ΓΕΩΡΓΙΟΥ 2χ1ΚG+1Δ,2.81,0.94,1150699.jpg,0,Αλεύρι,kg,,sklavenitis,13-11-2024,19-11-2024,
51,5202576682573,ΑΛΕΥΡΙ ΓΕΝΙΚΗΣ ΧΡΗΣΗΣ ΜΑΡΑΤΑ 1KG,0.7,0.7,1221789.jpg,1,Αλεύρι,kg,,sklavenitis,13-11-2024,19-11-2024,
52,0,ΣΠΑΛΑ ΝΕΑΡ ΜΟΣΧ.ΟΛΛΑΝΔΙΑΣ(ΚΙΜΑΣ)ΝΩΠΗ,11.9,11.9,1230175.jpg,0,Μοσχάρι,kg,,sklavenitis,13-11-2024,19-11-2024,
52,0,ΣΠΑΛΑ ΝΕΑΡ ΜΟΣΧ Α/Ο ΝΩΠΗ Μ.Η.ΟΛΛ Ε/Ζ,11.9,11.9,1252948.jpg,0,Μοσχάρι,kg,,sklavenitis,13-11-2024,19-11-2024,
52,0,ΕΛΙΑ ΝΕΑΡ.ΜΟΣΧ Α/Ο ΝΩΠΗ Μ.Η.ΟΛΛ Ε/Ζ,11.9,11.9,1252950.jpg,1,Μοσχάρι,kg,,sklavenitis,13-11-2024,19-11-2024,
52,0,ΣΠΑΛΑ ΝΕΑΡ.ΜΟΣΧ.ΟΛΛ Α/Ο ΝΩΠΗ,11.9,11.9,1454290.jpg,0,Μοσχάρι,kg,,sklavenitis,13-11-2024,19-11-2024,
52,0,ΕΛΙΑ ΝΕΑΡ.ΜΟΣΧ.ΟΛΛ Α/Ο ΝΩΠΗ,11.9,11.9,1454291.jpg,0,Μοσχάρι,kg,,sklavenitis,13-11-2024,19-11-2024,
52,0,ΚΙΜΑΣ ΣΠΑΛΑΣ ΝΕΑΡ.ΜΟΣΧΟΥ ΝΩΠΟΣ ΟΛΛ 500G,5.95,11.9,1467644.jpg,0,Μοσχάρι,kg,,sklavenitis,13-11-2024,19-11-2024,
