CATEGORY,BARCODE,NAME,PRICE,PRICE_NORMALIZED,IMAGE,PL,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to,null
10,5202336155736,AB ΕΠΙΛΟΓΗ ΦΡΕΣΚΟ ΓΑΛΑ ΠΛΗΡΕΣ 1LT,1.00,1.00,7729435.jpg,1,Γάλα Φρέσκο Πλήρες,lt,,ab,04-12-2024,10-12-2024,
11,5202178001178,ΕΠΙΛΕΓΜΕΝΟ Φ.ΓΑΛΑ ΟΛΥΜΠ.ΕΛ.1.7% 1L,1.49,1.49,7076872.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,ab,04-12-2024,10-12-2024,
11,5202336155712,AB ΕΠΙΛΟΓΗ  ΦΡΕΣΚΟ ΓΑΛΑ ΕΛΑΦΡΥ 1LT,1.00,1.00,7729454.jpg,1,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,ab,04-12-2024,10-12-2024,
12,5201037508032,ΒΛAXAΣ ΓAΛA EBAΠOPE ΠΛΗΡΕΣ 410G,1.26,3.07,default_kalathi.png,0,Γάλα Εβαπορέ,lt,,ab,04-12-2024,10-12-2024,
12,5201037508063,ΒΛAXAΣ ΓAΛA EBAΠΟΡΕ EΛAΦPY 410G,1.26,3.07,default_kalathi.png,0,Γάλα Εβαπορέ,lt,,ab,04-12-2024,10-12-2024,
12,5202336127627,AB ΓΑΛΑ ΕΒΑΠΟΡΕ 7.8% ΠΛΗΡΕΣ 170G,0.39,2.29,7579709.jpg,1,Γάλα Εβαπορέ,lt,,ab,04-12-2024,10-12-2024,
12,5202336127641,AB ΓΑΛΑ ΕΒΑΠΟΡΕ 4% LIGHT 170G,0.39,2.29,7579741.jpg,1,Γάλα Εβαπορέ,lt,,ab,04-12-2024,10-12-2024,
13,5202336035694,AB ΑΓΕΛΑΔΟΣ 3.9% ΓΙΑΟΥΡΤΙ 3Χ200ΓΡ,1.30,2.17,7080174.jpg,1,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,ab,04-12-2024,10-12-2024,
13,5206851067758,ΝΟΥΝΟΥ ΣΤΡΑΓΓ. ΓΙΑΟΥ  2Χ200Γ Κ 200ΓΡ ΔΩΡ,2.73,4.55,7335616.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,ab,04-12-2024,10-12-2024,
14,5202336035700,AB ΓΙΑΟΥΡΤΙ ΑΓΕΛΑΔΟΣ 2% 3Χ200ΓΡ,1.30,2.17,7080184.jpg,1,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,ab,04-12-2024,10-12-2024,
14,5206851067772,ΝΟΥΝΟΥ ΣΤΡΑΓΓ. ΓΙΑ 1.5% 2Χ200Γ Κ 200ΓΡ Δ,2.73,4.55,7335617.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,ab,04-12-2024,10-12-2024,
15,5202336106974,ΑΒ ΦΕΤΑ ΠΟΠ ΤΡΙΠΟΛΕΩΣ 400G VACUUM,3.95,9.88,7309470.jpg,1,Τυρί Φέτα,kg,,ab,04-12-2024,10-12-2024,
16,5201953990713,GOUDA ΣΕ ΦΕΤΕΣ 400ΓΡ,2.75,6.88,7301299.jpg,1,Τυρί Γκούντα,kg,,ab,04-12-2024,10-12-2024,
17,15201953000419,GOUDA LIGHT ΣΕ ΦΕΤΕΣ 200GR,1.92,9.60,7303540.jpg,1,Τυρί με Χαμηλά Λιπαρά,kg,,ab,04-12-2024,10-12-2024,
18,5201106271270,PUMMARO PASSATA ΚΛΑΣΙΚΟ 500GR,0.68,1.36,7085895.jpg,0,Χυμός Τομάτας Διατηρημένος,kg,,ab,04-12-2024,10-12-2024,
18,GRHC3270464,GUSTONA 6/8 ΠΑΣΑΤΑ ΤΟΜΑΤΑ 500G,0.53,1.06,7718936.jpg,1,Χυμός Τομάτας Διατηρημένος,kg,,ab,04-12-2024,10-12-2024,
19,5202336137152,AB ΑΥΓΑ 10ΑΔΑ ΑΧΥΡΩΝΑ LARGE 63/73GR,3.29,0.33,7624168.jpg,1,Αυγά,τμχ,,ab,04-12-2024,10-12-2024,
19,5202336137176,AB ΑΥΓΑ 12ΑΔΑ ΜΕDIUM 53/63GR,2.65,0.22,7624159.jpg,1,Αυγά,τμχ,,ab,04-12-2024,10-12-2024,
20,5208069003115,SUPER FRESCO ΜΑΡΓΑΡ.ΚΛΑΣΙΚΟ 200G,0.75,3.75,7633040.jpg,0,Μαργαρίνες,kg,,ab,04-12-2024,10-12-2024,
21,5202336008865,ΑΒ ΕΧΤΡΑ ΠΑΡΘ.ΕΛΑΙΟΛΑΔΟ 2LTΦ/ΠΛΑΣΤ,21.70,10.85,7062287.jpg,1,Παρθένο Ελαιόλαδο,lt,,ab,04-12-2024,10-12-2024,
22,8590421067727,GUSTONA ΗΛΙΕΛΑΙΟ 1LT,1.75,1.75,7735645.jpg,1,Ηλιέλαιο,lt,,ab,04-12-2024,10-12-2024,
23,5201310722292,ΥΦΑΝΤΗΣ ΑΡΑΚΑΣ 800G+200G ΔΩΡΟ,2.86,2.86,7637352.jpg,0,Λαχανικά Κατεψυγμένα,kg,,ab,04-12-2024,10-12-2024,
23,5201310722315,ΥΦΑΝΤΗΣ ΦΑΣΟΛΙ ΣΤΡΟΓ. 800G+200G ΔΩΡΟ,2.58,2.58,7637367.jpg,0,Λαχανικά Κατεψυγμένα,kg,,ab,04-12-2024,10-12-2024,
24,5202336024438,ΑΒ ΖΑΧΑΡΗ ΛΕΥΚΗ ΚΡΥΣ/ΚΗ Ε.Ε.1KG,0.80,0.80,7473026.jpg,1,Λευκή Ζάχαρη,kg,,ab,04-12-2024,10-12-2024,
24,5202336128600,ΑΒ ΖΑΧΑΡΗ ΛΕΥΚΗ ΚΡΥΣ/ΚΗ Ε.Ε. 1KG,0.80,0.80,7616633.jpg,1,Λευκή Ζάχαρη,kg,,ab,04-12-2024,10-12-2024,
25,5201002000233,ΓIΩTHΣ ΦAPIN ΛAKTE 300GR,2.42,8.07,default_kalathi.png,0,Κρέμες για βρέφη,kg,,ab,04-12-2024,10-12-2024,
26,5202353004819,ALMIRON 1+ GROWING UP  1LT,2.13,2.13,7068172.jpg,0,Γάλα για βρέφη,kg,,ab,04-12-2024,10-12-2024,
26,5202353004826,ALMIRON GROWING UP 2+  1LT,2.13,2.13,7068174.jpg,0,Γάλα για βρέφη,kg,,ab,04-12-2024,10-12-2024,
27,5201075011730,ΦΙΛΙΟΣ ΠΑΡΑΔΟΣΙΑΚΟΣ ΕΛ/ΚΟΣ ΚΑΦΕΣ 96GR,1.05,10.94,7727862.jpg,1,Ελληνικός Καφές,kg,,ab,04-12-2024,10-12-2024,
28,5202336139255,PERLA GOLD ΣΤΙΓΜΙΑΙΟΣ ΚΑΦΕΣ 200GR,8.36,41.80,default_kalathi.png,1,Στιγμιαίος Καφές,kg,,ab,04-12-2024,10-12-2024,
28,5949065033859,PERLA ΣΤΙΓΜΙΑΙΟΣ ΚΑΦΕΣ 200GR,6.80,34.00,7668972.jpg,1,Στιγμιαίος Καφές,kg,,ab,04-12-2024,10-12-2024,
29,8712500013269,GONDOLIERE ΚΑΦΕΣ ΦΙΛΤΡΟΥ 500Γ,5.35,10.70,7555374.jpg,1,Γαλλικός Καφές,kg,,ab,04-12-2024,10-12-2024,
30,7640110709481,CANDEREL STEVIA POWEDR 500G,6.61,13.22,7550004.jpg,0,Γλυκαντικές Ουσίες Κατάλληλες για Διαβητικούς,kg,,ab,04-12-2024,10-12-2024,
32,5201399011270,3ΑΛΦΑ ΦΑΚΕΣ ΨΙΛΕΣ 500GR ΕΙΣΑΓΩΓΗΣ,1.99,3.98,7085582.jpg,0,Φακές,kg,,ab,04-12-2024,10-12-2024,
32,5202336137633,ΑΒ ΦΑΚΕΣ ΨΙΛΕΣ 500G ΕΙΣΑΓΩΓΗΣ,0.94,1.88,7142787.jpg,1,Φακές,kg,,ab,04-12-2024,10-12-2024,
33,5202336024469,AB ΦΥΣΙΚΟΣ ΧΥΜΟΣ ΠΟΡΤΟΚΑΛΙ 1LT,1.05,1.05,7091821.jpg,1,Χυμός Πορτοκάλι,lt,,ab,04-12-2024,10-12-2024,
35,5202336128143,ΑΒ ΣΚΟΝΗ ΠΛΥΝΤ.ACTIVE CLEAN 75MEZ,6.59,0.09,7584379.jpg,1,Απορρυπαντικά Πλυντηρίου,μεζ,,ab,04-12-2024,10-12-2024,
36,5202336119462,AB ΧΛΩΡΟΚΑΘΑΡΙΣΤΙΚΟ UL.FRESH 1250ML,0.93,0.74,7568693.jpg,1,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,ab,04-12-2024,10-12-2024,
36,5202336127764,AB ΧΛΩΡΟΚΑΘΑΡΙΣΤΙΚΟ UL.LEMON 1250ML,0.93,0.74,7568679.jpg,1,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,ab,04-12-2024,10-12-2024,
36,5202336127801,AB ΧΛΩΡΟΚΑΘΑΡΙΣΤΙΚΟ UL.PINK 1250ML,0.93,0.74,7568692.jpg,1,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,ab,04-12-2024,10-12-2024,
37,5202336149544,ΑΒ ΥΓΡΟ ΠΙΑΤΩΝ REGULAR 500ML,0.95,1.90,7638032.jpg,1,Απορρυπαντικά Πιάτων,lt,,ab,04-12-2024,10-12-2024,
37,5202336149568,ΑΒ ΥΓΡΟ ΠΙΑΤΩΝ ΛΕΜΟΝΙ 500ML,0.95,1.90,7638021.jpg,1,Απορρυπαντικά Πιάτων,lt,,ab,04-12-2024,10-12-2024,
38,5202336021536,ΑΒ ΧΑΡΤΙ ΚΟΥΖΙΝΑΣ 800GR,2.50,3.13,7114202.jpg,1,Χαρτί Κουζίνας,kg,,ab,04-12-2024,10-12-2024,
39,8006540948163,ORALB ΟΔ/ΜΑ 1 2 3 75ML,1.08,14.40,7111750.jpg,0,Οδοντόκρεμα,kg,,ab,04-12-2024,10-12-2024,
40,5202336111510,365 ΧΑΡΤΙ ΥΓΕΙΑΣ 10ΡΟΛΑ 2PLY,2.46,0.25,7353743.jpg,1,Χαρτί Υγείας,τμχ,,ab,04-12-2024,10-12-2024,
41,5400113567189,CARE TAMPON CONT REGULAR 32T,2.66,0.08,7298195.jpg,1,Σερβιέτες ή Ταμπόν,τμχ,,ab,04-12-2024,10-12-2024,
41,8006540093849,ALWAYS ULTRA SECUR NIGHT EXTRA 10Τ,2.41,0.24,7683347.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,ab,04-12-2024,10-12-2024,
41,8700216171311,ALWAYS ULTRA NORMAL PLUS 20T,2.20,0.11,7683336.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,ab,04-12-2024,10-12-2024,
41,8700216171380,ALWAYS ULTRA LONG PLUS 18T,2.16,0.12,7683323.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,ab,04-12-2024,10-12-2024,
41,8700216171458,ALWAYS ULTRA NIGHT 16T,2.20,0.14,7683359.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,ab,04-12-2024,10-12-2024,
42,8590421070512,EMMA ΝΙΦΑΔΕΣ ΒΡΩΜΗΣ 500GR,0.98,1.96,7685010.jpg,1,Προϊόντα Βρώμης,kg,,ab,04-12-2024,10-12-2024,
43,5201109002703,KARAVAKI ΣΑΜΠ.ΘΡΕΨΗ&ΕΝΥΔ.ΑΝΤΛ.600ML,2.67,4.45,7617092.jpg,0,Σαμπουάν,lt,,ab,04-12-2024,10-12-2024,
44,5202336134403,CARE ΣΑΠΟΥΝΙ 3X125G,1.05,2.80,7614235.jpg,1,Σαπούνι Στερεό,kg,,ab,04-12-2024,10-12-2024,
45,5201263086601,SANI PANTS SMALL NO1 14T,6.45,0.46,7128027.jpg,0,Πάνες Ακράτειας,τμχ,,ab,04-12-2024,10-12-2024,
45,5201263086618,SANI PANTS MEDIUM NO2 14T,7.67,0.55,7128016.jpg,0,Πάνες Ακράτειας,τμχ,,ab,04-12-2024,10-12-2024,
45,5201263086625,SANI PANTS LARGE NO3 14T,8.99,0.64,7127978.jpg,0,Πάνες Ακράτειας,τμχ,,ab,04-12-2024,10-12-2024,
45,7322540593143,TENA LADY MAXI INSTA-DRY 12T,4.48,0.37,7133541.jpg,0,Πάνες Ακράτειας,τμχ,,ab,04-12-2024,10-12-2024,
45,7322541096667,TENA LADY MAXI NIGHT 12ΤΕΜ.,4.57,0.38,7117368.jpg,0,Πάνες Ακράτειας,τμχ,,ab,04-12-2024,10-12-2024,
45,7322541132136,TENA LADY EXTRA 20T,4.87,0.24,7226107.jpg,0,Πάνες Ακράτειας,τμχ,,ab,04-12-2024,10-12-2024,
46,5201263082573,BABYLINO SENS.ECONOMY N3 4 9KG 56T,9.99,0.18,7633002.jpg,0,Πάνες για Μωρά,τμχ,,ab,04-12-2024,10-12-2024,
46,5201263082580,BABYLINO SENS.ECONOMY N4 8 13KG 50T,9.99,0.20,7633012.jpg,0,Πάνες για Μωρά,τμχ,,ab,04-12-2024,10-12-2024,
46,5201263082597,BABYLINO SENS.ECO.N4+ 10 15KG 46T,9.99,0.22,7632966.jpg,0,Πάνες για Μωρά,τμχ,,ab,04-12-2024,10-12-2024,
46,5201263082603,BABYLINO SENS ECO.N5 11 16 KG 44T  ,9.99,0.23,7633006.jpg,0,Πάνες για Μωρά,τμχ,,ab,04-12-2024,10-12-2024,
46,5201263082627,BABYLINO SENS.ECONOMY N2 3 6KG 50T,5.99,0.12,7633000.jpg,0,Πάνες για Μωρά,τμχ,,ab,04-12-2024,10-12-2024,
46,5201263082634,BABYLINO SENS ECO.N5+ 12 17KG 42T,9.99,0.24,7637767.jpg,0,Πάνες για Μωρά,τμχ,,ab,04-12-2024,10-12-2024,
46,5201263826108,BABYLINO SENS ECO NΟ6 13 18KG 38T,9.49,0.25,7637774.jpg,0,Πάνες για Μωρά,τμχ,,ab,04-12-2024,10-12-2024,
46,5201263826405,BABYLINO SENS ECO NΟ7 15+KG 36T,9.49,0.26,7637831.jpg,0,Πάνες για Μωρά,τμχ,,ab,04-12-2024,10-12-2024,
46,5201263890253,BABYLINO PANTS ECO N4 7/13KG 38T,8.85,0.23,7706251.jpg,0,Πάνες για Μωρά,τμχ,,ab,04-12-2024,10-12-2024,
46,5201263890260,BABYLINO PANTS ECO N5 10/16KG 34T,8.84,0.26,7706298.jpg,0,Πάνες για Μωρά,τμχ,,ab,04-12-2024,10-12-2024,
46,5201263890277,BABYLINO PANTS ECO N6 13/18KG 31T,8.84,0.29,7706299.jpg,0,Πάνες για Μωρά,τμχ,,ab,04-12-2024,10-12-2024,
46,5201263890284,BABYLINO PANTS ECO N7 15/25KG 28T,8.84,0.32,7706300.jpg,0,Πάνες για Μωρά,τμχ,,ab,04-12-2024,10-12-2024,
47,5201410964103,SEPTONA ΜΩΡ/ΛΑ ΧΑΜΟΜΗΛΙ 80T(2+1),2.67,0.01,7608635.jpg,0,Μωρομάντηλα,τμχ,,ab,04-12-2024,10-12-2024,
48,5201410220056,SEPTONA ΣΑΜΠ&ΑΦΡ/ΤΡΟ ΑΛΟΗ 500ML,2.67,5.34,7149350.jpg,0,Σαμπουάν για Μωρά,lt,,ab,04-12-2024,10-12-2024,
49,5202336037155,FAM FR ΣΚΥΛΟ ΑΡΝ ΚΟΤ 400ΓΡ,0.64,1.60,default_kalathi.png,1,Τροφή για Σκύλους,kg,,ab,04-12-2024,10-12-2024,
49,5202336037179,FAMILY FRIENDS ΣΚΥΛ.ΚΟΤ/ΛΟ 400GR,0.64,1.60,7067557.jpg,1,Τροφή για Σκύλους,kg,,ab,04-12-2024,10-12-2024,
50,5400601000808,365 ΓΑΤ.ALU ΒΟΔΙΝΟ 100GR,0.37,3.70,7063119.jpg,1,Τροφή για γάτες,kg,,ab,04-12-2024,10-12-2024,
50,5400601000815,365 ΓΑΤ.ALU ΠΟΥΛΕΡΙΚΑ 100GR,0.37,3.70,7063120.jpg,1,Τροφή για γάτες,kg,,ab,04-12-2024,10-12-2024,
50,5400601000822,365 ΓΑΤ.ALU ΨΑΡΙ 100GR,0.37,3.70,7063121.jpg,1,Τροφή για γάτες,kg,,ab,04-12-2024,10-12-2024,
51,5203064042404,ΑΛΛΑΤΙΝΗ ΑΛΕΥΡΙ Γ.Ο.Χ.1KG ΣΕΤ 2+1,3.00,1.00,7087564.jpg,0,Αλεύρι,kg,,ab,04-12-2024,10-12-2024,
52,26322254,ΝΙΤΣΙΑΚΟΣ ΒΟΕΙΟ ΕΛ.ΕΚΤΡ ΛΑΠΑ-ΣΤΗΘΟΣ 5Μ,10.38,10.38,default_kalathi.png,1,Μοσχάρι,kg,,ab,04-12-2024,10-12-2024,
52,GR9375,ΒΟΕΙΟ ΣΤΗΘΟΣ ΚΑΙ ΛΑΠΑ Α/Ο ΕΛΛ,10.38,10.38,default_kalathi.png,1,Μοσχάρι,kg,,ab,04-12-2024,10-12-2024,
53,29825141,ΕΔΕΣΜΑ  ΠΑΡΙΖΑ  Χ.Γ,3.96,3.96,default_kalathi.png,0,Πάριζα,kg,,ab,04-12-2024,10-12-2024,
53,5202336097951,ΑΒ ΠΑΡΙΖΑΚΙ 330ΓΡ,1.14,3.45,7079912.jpg,1,Πάριζα,kg,,ab,04-12-2024,10-12-2024,
54,5202336110308,AB ΓΑΛΑ ΥΨ.ΘΕΡΜΙΚΗΣ ΕΠΕΞ. ΠΛΗΡΕΣ 1L,1.05,1.05,7344931.jpg,1,Γάλα υψηλής παστερίωσης πλήρες,kg,,ab,04-12-2024,10-12-2024,
55,5202336110315,AB ΓΑΛΑ ΥΨ.ΘΕΡΜΙΚΗΣ ΕΠΕΞ. ΕΛΑΦΡΥ 1L,1.05,1.05,7344879.jpg,1,Γάλα παστερίωσης με χαμηλά λιπαρά,kg,,ab,04-12-2024,10-12-2024,
56,26915197,ΛΕΥΚΟ ΤΣΕΛΙΓΚΑΤΟ ΔΟΧΕΙΟ,5.95,5.95,default_kalathi.png,0,Λευκό τυρί,kg,,ab,04-12-2024,10-12-2024,
56,5203197138227,ΛΕΥΚΟ ΤΥΡΙ ΒΕΡΓΙΝΑ ΤΑΠΕΡ 400ΓΡ,3.24,8.10,7558015.jpg,0,Λευκό τυρί,kg,,ab,04-12-2024,10-12-2024,
57,5201399011201,3ΑΛΦΑ ΦΑΣΟΛΙΑ ΜΕΤΡΙΑ 500GR ΕΙΣΑΓΩΓ.,1.77,3.54,7085608.jpg,0,Φασόλια,kg,,ab,04-12-2024,10-12-2024,
57,5202336137732,ΑΒ ΦΑΣΟΛΙΑ ΜΕΤΡΙΑ 500GR ΕΙΣΑΓ.,0.98,1.96,7225878.jpg,1,Φασόλια,kg,,ab,04-12-2024,10-12-2024,
58,5201399010334,3ΑΛΦΑ ΡΕΒΥΘΙΑ ΑΠΟΦΛ. 500GR ΕΙΣ.,2.69,5.38,7085634.jpg,0,Ρεβύθια,kg,,ab,04-12-2024,10-12-2024,
1,5201399020074,3Α 500G ΡΥΖΙ ΚΑΡΟΛΙΝΑ,1.89,3.78,5201399020074.jpg,0,Ρύζι,Kg,,bazaar,04-12-2024,10-12-2024,
1,5208086421251,FARMER 1KG ΡΥΖΙ ΚΑΡΟΛΙΝΑ,1.69,1.69,5208086421251.jpg,1,Ρύζι,Kg,,bazaar,04-12-2024,10-12-2024,
2,5208086441426,ΚΑΛΗΜΕΡΑ 700G ΦΟΡΜΑ ΤΟΣΤ ΣΤΑΡΕΝΙΟ,1.35,1.93,5208086441426.jpg,1,Ψωμί για Tοστ,Kg,,bazaar,04-12-2024,10-12-2024,
3,5200127470969,ΚΑΣΙΜΗ 350G ΑΡΤΟΣΚΕΥΑΣΜΑ ΤΟ ΧΩΡΙΑΤΙΚΟ,0.75,2.14,5200127470969.jpg,0,Ψωμί Φραντζόλα,Kg,,bazaar,04-12-2024,10-12-2024,
4,5201485000850,ELITE 125Gx3(+1 free) ΦΡΥΓ ΣΤΑΡΕΝΙΕΣ,1.25,3.33,5201485000850.jpg,0,Φρυγανιές,Kg,,bazaar,04-12-2024,10-12-2024,
5,5201013012508,ΜΑΚΒΕΛ 500G ΣΠΑΓΓΕΤΙ N.6,0.69,1.38,5201013012508.jpg,0,Μακαρόνια Νο 6,Kg,,bazaar,04-12-2024,10-12-2024,
5,5201013020107,ΕΛΛΗΝΙΚΗ ΣΠΟΡΑ 500G ΣΠΑΓΓΕΤΙ No6,0.62,1.24,5201013020107.jpg,1,Μακαρόνια Νο 6,Kg,,bazaar,04-12-2024,10-12-2024,
6,1601,ΧΟΙΡΙΝΟ ΜΠΟΥΤΙ ΟΛΛΑΝΔΙΑΣ ΝΩΠΟ Α/Ο,5.95,5.95,18439.jpg,0,Νωπό Χοιρινό,Kg,,bazaar,04-12-2024,10-12-2024,
7,08968,ΑΡΤΑΣ ΚΟΤΟΠΟΥΛΟ ΣΤΗΘΟΣ ΦΙΛΕΤΟ ΝΩΠΟ ΕΛΛΗΝΙΚΟ /ΧΥΜΑ,7.45,7.45,08968.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,bazaar,04-12-2024,10-12-2024,
8,5202528068899,FARMER 200G ΓΑΛΟΠΟΥΛΑ ΚΑΠΝ ΤΕΤΡΑΓ ΣΕ ΦΕΤΕΣ,1.19,5.95,5202528068899.jpg,1,Γαλοπούλα,Kg,,bazaar,04-12-2024,10-12-2024,
8,5202575007483,CRETA TOSTAKI 160G ΧΩΡ. ΓΛΟΥΤΕΝΗ ΓΑΛΟΠΟΥΛΑ ΚΑΠΝΙΣΤΗ,1.48,9.25,5202575007483.jpg,0,Γαλοπούλα,Kg,,bazaar,04-12-2024,10-12-2024,
9,5208086448371,ΨΑΡΑΔΙΚΟ 800G ΠΑΓΚΑΣΙΟΥΣ ΦΙΛΕΤΟ ΚΤΨ,3.99,4.99,5208086448371.jpg,1,Ψάρια Κατεψυγμένα,Kg,,bazaar,04-12-2024,10-12-2024,
10,5202178001116,ΟΛΥΜΠΟΣ 1L ΦΡΕΣΚΟ ΓΑΛΑ ΕΠΙΛΕΓΜΕΝΟ ΠΛΗΡΕΣ,1.49,1.49,5202178001116.jpg,0,Γάλα Φρέσκο Πλήρες,lt,,bazaar,04-12-2024,10-12-2024,
11,5202178001178,ΟΛΥΜΠΟΣ 1L ΦΡΕΣΚΟ ΓΑΛΑ ΕΠΙΛΕΓΜΕΝΟ ΕΛΑΦΡΥ,1.49,1.49,5202178001178.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,bazaar,04-12-2024,10-12-2024,
12,5208086433643,FARMER 410G ΓΑΛΑ ΠΛΗΡΕΣ ΕΒΑΠΟΡΕ,0.95,2.32,5208086433643.jpg,1,Γάλα Εβαπορέ,lt,,bazaar,04-12-2024,10-12-2024,
12,8716200615020,ΝΟΥΝΟΥ 400G ΓΑΛΑ ΕΒΑΠΟΡΕ 7.5%,1.06,2.65,8716200615020.jpg,0,Γάλα Εβαπορέ,lt,,bazaar,04-12-2024,10-12-2024,
12,8716200615129,ΝΟΥΝΟΥ 400G ΓΑΛΑ ΕΒΑΠΟΡΕ 4%,1.06,2.65,8716200615129.jpg,0,Γάλα Εβαπορέ,lt,,bazaar,04-12-2024,10-12-2024,
13,5202258024561,ΠΗΛΙΑΓΝΟ 200G ΓΙΑΟΥΡΤΙ ΑΓΕΛΑΔΟΣ 10%,0.93,4.65,5202258024561.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,bazaar,04-12-2024,10-12-2024,
13,5208086449972,ΣΤΡΟΥΓΓΑ 1KG ΓΙΑΟΥΡΤΙ ΣΤΡΑΓΓΙΣΤΟ 10%,2.69,2.69,5208086449972.jpg,1,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,bazaar,04-12-2024,10-12-2024,
